domain,role,mode,feature_set_id,position,feature
adhd,psychologist,psychologist_2_3,structural_pruned_2_3,29,conduct_10_breaks_into_house_building_car
adhd,psychologist,psychologist_2_3,structural_pruned_2_3,30,conduct_07_forced_sex
adhd,psychologist,psychologist_2_3,structural_pruned_2_3,31,conduct_09_property_destruction
adhd,psychologist,psychologist_2_3,structural_pruned_2_3,32,conduct_01_bullies_threatens_intimidates
adhd,psychologist,psychologist_2_3,structural_pruned_2_3,33,conduct_11_lies_to_obtain_or_avoid
adhd,psychologist,psychologist_2_3,structural_pruned_2_3,34,conduct_05_physical_cruelty_animals
adhd,psychologist,psychologist_2_3,structural_pruned_2_3,35,conduct_08_fire_setting
adhd,psychologist,psychologist_2_3,structural_pruned_2_3,36,conduct_15_truancy_before_13
adhd,psychologist,psychologist_2_3,structural_pruned_2_3,37,conduct_13_stays_out_at_night_before_13
adhd,psychologist,psychologist_2_3,structural_pruned_2_3,38,conduct_12_steals_without_confrontation
adhd,psychologist,psychologist_2_3,structural_pruned_2_3,39,conduct_14_runs_away_overnight
adhd,psychologist,psychologist_2_3,structural_pruned_2_3,40,dmdd_outbursts_frequency_per_week
adhd,psychologist,psychologist_2_3,structural_pruned_2_3,41,encopresis_event_frequency_per_month
adhd,psychologist,psychologist_2_3,structural_pruned_2_3,42,dmdd_irritable_between_outbursts
adhd,psychologist,psychologist_2_3,structural_pruned_2_3,43,enuresis_event_frequency_per_week
adhd,psychologist,psychologist_2_3,structural_pruned_2_3,44,mdd_03_weight_or_appetite_change
adhd,psychologist,psychologist_2_3,structural_pruned_2_3,45,mdd_01_depressed_or_irritable_mood
adhd,psychologist,psychologist_2_3,structural_pruned_2_3,46,mdd_02_loss_of_interest_or_pleasure
adhd,psychologist,psychologist_2_3,structural_pruned_2_3,47,gad_difficulty_controlling_worry
adhd,psychologist,psychologist_2_3,structural_pruned_2_3,48,gad_excessive_worry_multiple_areas
adhd,psychologist,psychologist_2_3,structural_pruned_2_3,49,mdd_07_worthlessness_or_excessive_guilt
adhd,psychologist,psychologist_2_3,structural_pruned_2_3,50,mdd_05_psychomotor_change
adhd,psychologist,psychologist_2_3,structural_pruned_2_3,51,mdd_04_sleep_change
adhd,psychologist,psychologist_2_3,structural_pruned_2_3,52,mdd_08_concentration_or_decision_difficulty
adhd,psychologist,psychologist_2_3,structural_pruned_2_3,53,sep_anx_01_distress_on_separation
adhd,psychologist,psychologist_2_3,structural_pruned_2_3,54,mdd_06_fatigue_or_low_energy
adhd,psychologist,psychologist_2_3,structural_pruned_2_3,55,mdd_09_death_or_suicidal_thoughts
adhd,psychologist,psychologist_2_3,structural_pruned_2_3,56,sep_anx_02_worry_losing_attachment_figures
adhd,psychologist,psychologist_2_3,structural_pruned_2_3,57,sep_anx_08_physical_complaints_on_separation
adhd,psychologist,psychologist_2_3,structural_pruned_2_3,58,sep_anx_03_worry_event_causing_separation
adhd,psychologist,psychologist_2_3,structural_pruned_2_3,59,sep_anx_04_refuses_leaving_home_school
adhd,psychologist,psychologist_2_3,structural_pruned_2_3,60,sep_anx_07_separation_nightmares
adhd,psychologist,psychologist_2_3,structural_pruned_2_3,61,sep_anx_05_fear_being_alone_without_attachment
adhd,psychologist,psychologist_2_3,structural_pruned_2_3,62,social_anxiety_fear_being_observed
adhd,psychologist,psychologist_2_3,structural_pruned_2_3,63,social_anxiety_almost_always_triggered
adhd,psychologist,psychologist_2_3,structural_pruned_2_3,64,sep_anx_06_refuses_sleep_away_or_alone
adhd,psychologist,psychologist_2_3,structural_pruned_2_3,65,social_anxiety_avoid_or_endure_intense
adhd,psychologist,psychologist_2_3,structural_pruned_2_3,66,social_anxiety_fear_interactions
adhd,psychologist,psychologist_2_3,structural_pruned_2_3,67,social_anxiety_fear_performance
adhd,psychologist,psychologist_2_3,structural_pruned_2_3,68,social_anxiety_fear_negative_evaluation
adhd,psychologist,psychologist_2_3,structural_pruned_2_3,69,agor_escape_help_cognition
adhd,psychologist,psychologist_2_3,structural_pruned_2_3,70,agor_avoid_or_need_companion
adhd,psychologist,psychologist_2_3,structural_pruned_2_3,71,agor_impairment
adhd,psychologist,psychologist_2_3,structural_pruned_2_3,72,enuresis_distress_impairment
adhd,psychologist,psychologist_2_3,structural_pruned_2_3,73,gad_assoc_03_concentration_difficulty
adhd,psychologist,psychologist_2_3,structural_pruned_2_3,74,gad_assoc_02_fatigue
adhd,psychologist,psychologist_2_3,structural_pruned_2_3,75,gad_assoc_01_restlessness
adhd,psychologist,psychologist_2_3,structural_pruned_2_3,76,gad_assoc_04_irritability
adhd,psychologist,psychologist_2_3,structural_pruned_2_3,77,mdd_impairment
adhd,psychologist,psychologist_2_3,structural_pruned_2_3,78,gad_assoc_05_muscle_tension
adhd,psychologist,psychologist_2_3,structural_pruned_2_3,79,gad_assoc_06_sleep_problems
adhd,psychologist,psychologist_2_3,structural_pruned_2_3,80,gad_impairment
adhd,psychologist,psychologist_2_3,structural_pruned_2_3,81,social_anxiety_impairment
adhd,psychologist,psychologist_2_3,structural_pruned_2_3,82,sep_anx_impairment
adhd,psychologist,psychologist_2_3,structural_pruned_2_3,83,dmdd_duration_months
adhd,psychologist,psychologist_2_3,structural_pruned_2_3,84,agor_duration_months
adhd,psychologist,psychologist_2_3,structural_pruned_2_3,85,encopresis_duration_months_consecutive
adhd,psychologist,psychologist_2_3,structural_pruned_2_3,86,enuresis_duration_months_consecutive
adhd,psychologist,psychologist_2_3,structural_pruned_2_3,87,gad_duration_months
adhd,psychologist,psychologist_2_3,structural_pruned_2_3,88,mdd_duration_weeks
adhd,psychologist,psychologist_2_3,structural_pruned_2_3,89,agor_fear_02_open_spaces
adhd,psychologist,psychologist_2_3,structural_pruned_2_3,90,sep_anx_duration_weeks
adhd,psychologist,psychologist_2_3,structural_pruned_2_3,91,pdd_duration_months_child
adhd,psychologist,psychologist_2_3,structural_pruned_2_3,92,agor_fear_01_public_transport
adhd,psychologist,psychologist_2_3,structural_pruned_2_3,93,social_anxiety_duration_months
adhd,psychologist,psychologist_2_3,structural_pruned_2_3,94,dmdd_outbursts_severity
adhd,psychologist,psychologist_2_3,structural_pruned_2_3,95,agor_fear_03_enclosed_spaces
adhd,psychologist,psychologist_2_3,structural_pruned_2_3,96,agor_fear_05_outside_home_alone
adhd,psychologist,psychologist_2_3,structural_pruned_2_3,97,agor_fear_04_crowds_queues
adhd,psychologist,psychologist_2_3,structural_pruned_2_3,98,pdd_depressed_or_irritable_mood
adhd,psychologist,psychologist_2_3,structural_pruned_2_3,99,adhd_not_psychosis_exclusive
adhd,psychologist,psychologist_2_3,structural_pruned_2_3,100,agor_almost_always_triggered
adhd,psychologist,psychologist_2_3,structural_pruned_2_3,101,dmdd_onset_before_10
adhd,psychologist,psychologist_full,structural_ranked_full,1,adhd_onset_before_12
adhd,psychologist,psychologist_full,structural_ranked_full,2,adhd_inatt_08_easily_distracted
adhd,psychologist,psychologist_full,structural_ranked_full,3,adhd_impairment_school
adhd,psychologist,psychologist_full,structural_ranked_full,4,adhd_not_better_explained_other_mental
adhd,psychologist,psychologist_full,structural_ranked_full,5,adhd_inatt_06_avoids_sustained_effort
adhd,psychologist,psychologist_full,structural_ranked_full,6,adhd_inatt_02_sustained_attention_difficulty
adhd,psychologist,psychologist_full,structural_ranked_full,7,adhd_impairment_home
adhd,psychologist,psychologist_full,structural_ranked_full,8,adhd_inatt_03_seems_not_listening
adhd,psychologist,psychologist_full,structural_ranked_full,9,adhd_inatt_09_forgetful_daily_activities
adhd,psychologist,psychologist_full,structural_ranked_full,10,adhd_hypimp_02_leaves_seat
adhd,psychologist,psychologist_full,structural_ranked_full,11,adhd_hypimp_04_cannot_play_quietly
adhd,psychologist,psychologist_full,structural_ranked_full,12,adhd_inatt_07_loses_things
adhd,psychologist,psychologist_full,structural_ranked_full,13,adhd_inatt_01_attention_to_detail_errors
adhd,psychologist,psychologist_full,structural_ranked_full,14,adhd_hypimp_03_runs_or_climbs_inappropriately
adhd,psychologist,psychologist_full,structural_ranked_full,15,adhd_inatt_04_fails_to_finish_tasks
adhd,psychologist,psychologist_full,structural_ranked_full,16,adhd_impairment_social
adhd,psychologist,psychologist_full,structural_ranked_full,17,adhd_hypimp_07_blurts_out
adhd,psychologist,psychologist_full,structural_ranked_full,18,adhd_hypimp_01_fidgets
adhd,psychologist,psychologist_full,structural_ranked_full,19,adhd_hypimp_05_driven_by_motor
adhd,psychologist,psychologist_full,structural_ranked_full,20,adhd_hypimp_06_talks_excessively
adhd,psychologist,psychologist_full,structural_ranked_full,21,adhd_hypimp_08_difficulty_waiting_turn
adhd,psychologist,psychologist_full,structural_ranked_full,22,adhd_hypimp_09_interrupts_intrudes
adhd,psychologist,psychologist_full,structural_ranked_full,23,adhd_inatt_05_organization_difficulty
adhd,psychologist,psychologist_full,structural_ranked_full,24,conduct_03_weapon_use
adhd,psychologist,psychologist_full,structural_ranked_full,25,conduct_impairment_global
adhd,psychologist,psychologist_full,structural_ranked_full,26,conduct_06_steals_confronting_victim
adhd,psychologist,psychologist_full,structural_ranked_full,27,conduct_04_physical_cruelty_people
adhd,psychologist,psychologist_full,structural_ranked_full,28,conduct_02_initiates_fights
adhd,psychologist,psychologist_full,structural_ranked_full,29,conduct_10_breaks_into_house_building_car
adhd,psychologist,psychologist_full,structural_ranked_full,30,conduct_07_forced_sex
adhd,psychologist,psychologist_full,structural_ranked_full,31,conduct_09_property_destruction
adhd,psychologist,psychologist_full,structural_ranked_full,32,conduct_01_bullies_threatens_intimidates
adhd,psychologist,psychologist_full,structural_ranked_full,33,conduct_11_lies_to_obtain_or_avoid
adhd,psychologist,psychologist_full,structural_ranked_full,34,conduct_05_physical_cruelty_animals
adhd,psychologist,psychologist_full,structural_ranked_full,35,conduct_08_fire_setting
adhd,psychologist,psychologist_full,structural_ranked_full,36,adhd_context_home
adhd,psychologist,psychologist_full,structural_ranked_full,37,conduct_15_truancy_before_13
adhd,psychologist,psychologist_full,structural_ranked_full,38,conduct_13_stays_out_at_night_before_13
adhd,psychologist,psychologist_full,structural_ranked_full,39,adhd_context_other
adhd,psychologist,psychologist_full,structural_ranked_full,40,conduct_12_steals_without_confrontation
adhd,psychologist,psychologist_full,structural_ranked_full,41,conduct_14_runs_away_overnight
adhd,psychologist,psychologist_full,structural_ranked_full,42,dmdd_outbursts_frequency_per_week
adhd,psychologist,psychologist_full,structural_ranked_full,43,adhd_context_school
adhd,psychologist,psychologist_full,structural_ranked_full,44,encopresis_event_frequency_per_month
adhd,psychologist,psychologist_full,structural_ranked_full,45,dmdd_irritable_between_outbursts
adhd,psychologist,psychologist_full,structural_ranked_full,46,enuresis_event_frequency_per_week
adhd,psychologist,psychologist_full,structural_ranked_full,47,mdd_03_weight_or_appetite_change
adhd,psychologist,psychologist_full,structural_ranked_full,48,mdd_01_depressed_or_irritable_mood
adhd,psychologist,psychologist_full,structural_ranked_full,49,mdd_02_loss_of_interest_or_pleasure
adhd,psychologist,psychologist_full,structural_ranked_full,50,gad_difficulty_controlling_worry
adhd,psychologist,psychologist_full,structural_ranked_full,51,gad_excessive_worry_multiple_areas
adhd,psychologist,psychologist_full,structural_ranked_full,52,mdd_07_worthlessness_or_excessive_guilt
adhd,psychologist,psychologist_full,structural_ranked_full,53,mdd_05_psychomotor_change
adhd,psychologist,psychologist_full,structural_ranked_full,54,mdd_04_sleep_change
adhd,psychologist,psychologist_full,structural_ranked_full,55,mdd_08_concentration_or_decision_difficulty
adhd,psychologist,psychologist_full,structural_ranked_full,56,sep_anx_01_distress_on_separation
adhd,psychologist,psychologist_full,structural_ranked_full,57,mdd_06_fatigue_or_low_energy
adhd,psychologist,psychologist_full,structural_ranked_full,58,mdd_09_death_or_suicidal_thoughts
adhd,psychologist,psychologist_full,structural_ranked_full,59,sep_anx_02_worry_losing_attachment_figures
adhd,psychologist,psychologist_full,structural_ranked_full,60,sep_anx_08_physical_complaints_on_separation
adhd,psychologist,psychologist_full,structural_ranked_full,61,sep_anx_03_worry_event_causing_separation
adhd,psychologist,psychologist_full,structural_ranked_full,62,sep_anx_04_refuses_leaving_home_school
adhd,psychologist,psychologist_full,structural_ranked_full,63,sep_anx_07_separation_nightmares
adhd,psychologist,psychologist_full,structural_ranked_full,64,sep_anx_05_fear_being_alone_without_attachment
adhd,psychologist,psychologist_full,structural_ranked_full,65,social_anxiety_fear_being_observed
adhd,psychologist,psychologist_full,structural_ranked_full,66,social_anxiety_almost_always_triggered
adhd,psychologist,psychologist_full,structural_ranked_full,67,sep_anx_06_refuses_sleep_away_or_alone
adhd,psychologist,psychologist_full,structural_ranked_full,68,social_anxiety_avoid_or_endure_intense
adhd,psychologist,psychologist_full,structural_ranked_full,69,social_anxiety_fear_interactions
adhd,psychologist,psychologist_full,structural_ranked_full,70,social_anxiety_fear_performance
adhd,psychologist,psychologist_full,structural_ranked_full,71,social_anxiety_fear_negative_evaluation
adhd,psychologist,psychologist_full,structural_ranked_full,72,agor_escape_help_cognition
adhd,psychologist,psychologist_full,structural_ranked_full,73,agor_avoid_or_need_companion
adhd,psychologist,psychologist_full,structural_ranked_full,74,agor_impairment
adhd,psychologist,psychologist_full,structural_ranked_full,75,enuresis_distress_impairment
adhd,psychologist,psychologist_full,structural_ranked_full,76,gad_assoc_03_concentration_difficulty
adhd,psychologist,psychologist_full,structural_ranked_full,77,gad_assoc_02_fatigue
adhd,psychologist,psychologist_full,structural_ranked_full,78,gad_assoc_01_restlessness
adhd,psychologist,psychologist_full,structural_ranked_full,79,gad_assoc_04_irritability
adhd,psychologist,psychologist_full,structural_ranked_full,80,mdd_impairment
adhd,psychologist,psychologist_full,structural_ranked_full,81,gad_assoc_05_muscle_tension
adhd,psychologist,psychologist_full,structural_ranked_full,82,gad_assoc_06_sleep_problems
adhd,psychologist,psychologist_full,structural_ranked_full,83,gad_impairment
adhd,psychologist,psychologist_full,structural_ranked_full,84,social_anxiety_impairment
adhd,psychologist,psychologist_full,structural_ranked_full,85,sep_anx_impairment
adhd,psychologist,psychologist_full,structural_ranked_full,86,dmdd_duration_months
adhd,psychologist,psychologist_full,structural_ranked_full,87,agor_duration_months
adhd,psychologist,psychologist_full,structural_ranked_full,88,encopresis_duration_months_consecutive
adhd,psychologist,psychologist_full,structural_ranked_full,89,enuresis_duration_months_consecutive
adhd,psychologist,psychologist_full,structural_ranked_full,90,gad_duration_months
adhd,psychologist,psychologist_full,structural_ranked_full,91,mdd_duration_weeks
adhd,psychologist,psychologist_full,structural_ranked_full,92,agor_fear_02_open_spaces
adhd,psychologist,psychologist_full,structural_ranked_full,93,sep_anx_duration_weeks
adhd,psychologist,psychologist_full,structural_ranked_full,94,pdd_duration_months_child
adhd,psychologist,psychologist_full,structural_ranked_full,95,agor_fear_01_public_transport
adhd,psychologist,psychologist_full,structural_ranked_full,96,social_anxiety_duration_months
adhd,psychologist,psychologist_full,structural_ranked_full,97,dmdd_outbursts_severity
adhd,psychologist,psychologist_full,structural_ranked_full,98,agor_fear_03_enclosed_spaces
adhd,psychologist,psychologist_full,structural_ranked_full,99,agor_fear_05_outside_home_alone
adhd,psychologist,psychologist_full,structural_ranked_full,100,agor_fear_04_crowds_queues
adhd,psychologist,psychologist_full,structural_ranked_full,101,pdd_depressed_or_irritable_mood
adhd,psychologist,psychologist_full,structural_ranked_full,102,age_years
adhd,psychologist,psychologist_full,structural_ranked_full,103,adhd_not_psychosis_exclusive
adhd,psychologist,psychologist_full,structural_ranked_full,104,agor_almost_always_triggered
adhd,psychologist,psychologist_full,structural_ranked_full,105,dmdd_onset_before_10
adhd,psychologist,psychologist_full,structural_ranked_full,106,pdd_01_appetite_change
adhd,psychologist,psychologist_full,structural_ranked_full,107,pdd_02_sleep_change
adhd,psychologist,psychologist_full,structural_ranked_full,108,pdd_04_low_self_esteem
adhd,psychologist,psychologist_full,structural_ranked_full,109,pdd_impairment
adhd,psychologist,psychologist_full,structural_ranked_full,110,pdd_03_low_energy
adhd,psychologist,psychologist_full,structural_ranked_full,111,pdd_05_concentration_difficulty
adhd,psychologist,psychologist_full,structural_ranked_full,112,pdd_06_hopelessness
adhd,psychologist,psychologist_full,structural_ranked_full,113,dmdd_context_home
adhd,psychologist,psychologist_full,structural_ranked_full,114,dmdd_context_school
adhd,psychologist,psychologist_full,structural_ranked_full,115,dmdd_context_peers
adhd,psychologist,psychologist_full,structural_ranked_full,116,agor_not_better_explained
adhd,psychologist,psychologist_full,structural_ranked_full,117,dmdd_no_mania_hypomania
adhd,psychologist,psychologist_full,structural_ranked_full,118,encopresis_not_due_substance_medical
